comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
6,2014-10-01,682,200,39763477,92,58,40,http://www.slideshare.net/HubSpot/how-to-create-a-facebook-business-page-in-5-simple-steps,1235510
2,2014-04-29,837,94,34082643,53,23,57,http://www.slideshare.net/schlaf/on-demand-everything,22020
0,2014-08-28,716,7,38475321,52,24,0,http://www.slideshare.net/pearlreanettedalisay/pearl-38475321,9599
5,2011-08-08,1832,42,8798588,54,21,1,http://www.slideshare.net/komalsuryavanshi/leadership-qualities-8798588,44132
0,2013-02-13,1277,5,16502030,42,14,0,http://www.slideshare.net/BaabtraMentoringPartner/system-software-and-application-software,10397
0,2015-03-04,528,17,45437571,51,23,12,http://www.slideshare.net/sparksandhoney/hon3y-emotional-research-platform-beta,7054
0,2014-01-20,936,4,30239821,55,28,0,http://www.slideshare.net/drahmadflash/prevention-control-of-occupational-diseases,4053
7,2012-05-31,1535,103,13156885,74,41,1,http://www.slideshare.net/10041976/personal-hygiene-13156885,74577
4,2010-11-10,2103,24,5723147,62,30,0,http://www.slideshare.net/bright9977/strategies-of-zhuge-liang-the-greastest-strategist-of-all-times,10308
0,2009-11-07,2471,0,2443344,47,24,0,http://www.slideshare.net/guest1a8d587/geology-presentation-2443344,6045
13,2012-09-05,1438,56,14177663,66,33,0,http://www.slideshare.net/chanvich/11-strategic-planning-in-retail,26064
32,2013-05-31,1170,150,22241930,48,15,11,http://www.slideshare.net/MarrajuBollapRagada/agile-vs-iterativevswaterfall,83481
2,2014-02-17,908,18,31286715,45,15,0,http://www.slideshare.net/naveenjayan/herbal-power-point-presentation,24627
51,2015-04-15,486,2063,47019344,104,71,401,http://www.slideshare.net/GetSmarter/11-ways-to-be-seen-as-a-leader-at-work-even-if-its-not-in-your-title,214022
6,2010-08-26,2179,76,5063250,103,70,284,http://www.slideshare.net/uqudent/how-to-write-a-good-cv,28968
0,2016-06-23,51,0,63382836,52,29,0,http://www.slideshare.net/smallbiztrends/2016-small-business-book-awards-winners,8124
18,2009-11-14,2464,28,2502667,109,76,3,http://www.slideshare.net/tinainvirginia/75-free-sites-for-real-estate-agents,31240
8,2014-10-19,664,906,40461901,80,47,140,http://www.slideshare.net/sjoman/breaking-branding,43158
16,2015-11-14,273,222,55108375,67,34,26,http://www.slideshare.net/ssuser63877e/pray-for-parispray-for-france,21157
12,2010-12-03,2080,51,6025706,51,18,0,http://www.slideshare.net/ArnelLPU/methods-of-presenting-art,75096
0,2015-03-31,501,16,46512835,46,18,5,http://www.slideshare.net/mjft01/the-astonishing-resurrection-of-ai-a-primer-on-artificial-intelligence,30578
3,2016-02-10,185,268,58091162,51,20,22,http://www.slideshare.net/duvalunionconsulting/case-study-mastering-digital-disruption-in-retail,21922
1,2014-09-11,702,272,38987077,141,112,108,http://www.slideshare.net/ericacampbell/2015-social-media-trends,90060
0,2015-04-07,494,13,46718474,74,46,1,http://www.slideshare.net/insivia/google-analytics-101-2015,6009
2,2016-02-05,190,5,57930116,50,20,2,http://www.slideshare.net/norwiz/the-death-of-the-b2b-sales-rep-10,2615
12,2013-12-29,958,427,29563333,60,26,866,http://www.slideshare.net/HubSpot/8-places-youre-guaranteed-to-find-great-content-to-tweet,178484
0,2013-07-01,1139,4,23723488,42,15,0,http://www.slideshare.net/luckysan1981/manual-testing-ppt,12656
3,2015-11-02,285,255,54656049,72,41,59,http://www.slideshare.net/bingads/higher-education-insights-for-digital-marketers,28575
1,2014-06-18,787,10,36014530,57,28,0,http://www.slideshare.net/LeanUK/toyota-management-system-by-takashi-tanaka-and-sharon-tanner,5516
26,2012-11-10,1372,206,15120471,87,54,77,http://www.slideshare.net/publicspeakingcoachasia/10-sexy-presentation-slides-tips-on-how-you-can-design-awesome-presentation-slides,131493
14,2016-01-23,203,587,57413773,98,65,52,http://www.slideshare.net/langwitches/preparing-for-the-future-of-education-take-a-look-around-you,54957
0,2009-11-20,2458,113,2547538,90,62,8,http://www.slideshare.net/lipmanhearne/developing-a-brand-strategy,92163
1,2013-06-03,1167,7,22409658,43,14,1,http://www.slideshare.net/appinions/executive-influence-transforming-your-top-team-into-powerful-influencers-ebook,15659
5,2010-08-12,2193,153,4953815,60,27,16,http://www.slideshare.net/ashmaurya/running-lean-canvas,36712
0,2015-03-22,510,7,46133138,41,13,0,http://www.slideshare.net/ankitdon5/bs-presentation-46133138,2834
0,2016-03-21,145,17,59804965,139,111,23,http://www.slideshare.net/MarTechConf/building-your-ultimate-marketing-stack-by-travis-wright,4870
3,2014-11-21,631,269,41864702,60,29,0,http://www.slideshare.net/rahiljain313/new-microsoft-office-power-point-presentation-41864702,65907
5,2010-01-05,2412,67,2836493,114,81,23,http://www.slideshare.net/siamenglish/johnny-bunko,34944
0,2014-05-28,808,2,35224325,57,32,0,http://www.slideshare.net/kathykavan/the-next-web-2014-35224325,2499
0,2012-10-15,1398,0,14729260,40,17,0,http://www.slideshare.net/MCHLSLBR/humor-of-incongruity-101512,4254
0,2016-08-02,11,0,64627101,29,6,0,http://www.slideshare.net/shishirnew/assetz-lifestyle-63-degree-east-sarjanpur-road-bangalore,11
0,2014-01-30,926,33,30618977,107,79,0,http://www.slideshare.net/akashsolanki/rolling-of-metals-in-manufacturing-process,20657
4,2012-12-03,1349,61,15462650,103,71,1,http://www.slideshare.net/NurzPogz/the-scope-of-humanities,44053
2,2013-09-18,1060,56,26320317,48,18,6,http://www.slideshare.net/publicspeakingcoachasia/4-great-public-speaking-tips-effective-presentation-skills-training,21012
3,2014-05-05,831,62,34279066,98,67,79,http://www.slideshare.net/UXTrendspotting/sports2-0-the-changing-face-of-sports-the-sporting-experience,12613
6,2009-05-29,2633,31,1508707,72,39,2,http://www.slideshare.net/blpgirl/introduction-to-software-engineering-1508707,34763
38,2015-04-19,482,841,47177409,56,23,171,http://www.slideshare.net/bbdavenport/20-ways-to-stoke-your-selfconfidence,440564
5,2016-03-01,165,162,58887622,80,47,20,http://www.slideshare.net/davidleeking/social-media-best-practices-part-1,41839
0,2012-09-27,1416,1,14479551,39,15,0,http://www.slideshare.net/VeerajVashishtha/the-extended-self,10124
1,2015-03-24,508,11,46203689,51,22,0,http://www.slideshare.net/prashantmehta371/challenges-in-indian-healthcare-sector,11294
7,2015-12-04,253,116,55831883,191,158,83,http://www.slideshare.net/haxlr8r/state-of-robotics-2015,73549
0,2015-04-25,476,22,47398494,275,247,0,http://www.slideshare.net/friendsrtg/vehicle-body-engineering-introduction,7272
11,2014-10-14,669,570,40270288,62,28,69,http://www.slideshare.net/ethos3/21-40270288,69204
5,2013-06-20,1150,55,23249103,113,80,5,http://www.slideshare.net/inforacer/impdata-gover,34425
0,2015-08-06,373,1,51366745,44,20,0,http://www.slideshare.net/ksumatarted/welcome-to-art-elementary,9072
0,2015-03-24,508,0,46217547,40,17,0,http://www.slideshare.net/maliajonhs/top-10-human-resource-specialist-interview-questions-and-answers,3741
2,2013-05-17,1184,92,21351431,164,133,73,http://www.slideshare.net/HubSpot/state-ofinbound-v31,55452
1,2013-10-24,1024,85,27542114,110,81,10,http://www.slideshare.net/alexcowan/venture-design-workshopbusinessmodelcanvas,385882
5,2013-03-05,1257,4,16946259,44,12,0,http://www.slideshare.net/onlinestudyalerts/human-resource-accounting-1,12870
0,2015-07-16,394,6,50612534,40,12,0,http://www.slideshare.net/Bplans/free-investor-pitch-template-craft-50612534,90888
0,2015-06-18,422,0,49546861,40,17,0,http://www.slideshare.net/IT_HR_Club/it-hr-club-tanya-babiy-12-nov13ppt-49546861,192
7,2013-07-12,1128,155,24175262,347,314,0,http://www.slideshare.net/SubodhKumar27/groover-fundamentalsmodernmanufacturing4thsolutionmanuel,116283
2,2015-06-25,415,70,49811968,75,45,54,http://www.slideshare.net/RevolutionAnalytics/r-at-microsoft,47210
0,2013-04-21,1210,7,19444672,118,90,1,http://www.slideshare.net/MukaleleRogers/input-computer-hardware-notes-of-uce-ict,7300
4,2009-11-15,2463,8,2508338,57,25,0,http://www.slideshare.net/sameerd/data-mining-and-data-warehousing,18572
0,2013-12-07,980,12,29000341,102,74,45,http://www.slideshare.net/jeremydumont/prparation-de-paris-20-liste-50-exemples-de-branded-entertainment-by-jeremy-dumont-nacy-kattau-et-camille-laval-entertainme,14894
2,2013-02-26,1264,0,16782408,60,35,1,http://www.slideshare.net/folke/how-to-survive-a-social-media-crisis,5610
0,2013-12-11,976,0,29099494,39,16,0,http://www.slideshare.net/natalie_ensarm/enwelib-an-introduction,173
3,2014-07-11,764,36,36866068,59,27,45,http://www.slideshare.net/capgemini/impact-of-big-data-on-analytics,27620
0,2014-12-01,621,4,42213913,50,23,0,http://www.slideshare.net/casioanakristel/development-of-painting-in-the-philippines,3034
9,2011-07-30,1841,33,8736322,60,27,1,http://www.slideshare.net/LolitaMamoregandia/hr-functions-and-strategy-ppt,76518
0,2015-10-14,304,5,53909239,48,20,2,http://www.slideshare.net/DTO-slides/ceda-presentation,2358
7,2011-12-15,1703,8,10602395,375,342,0,http://www.slideshare.net/mysandesham/stress-management-10602395,2006
2,2016-02-26,169,27,58747054,30,1,25,http://www.slideshare.net/AureusAnalytics/net-promoter-score-pitfalls-to-avoid,5897
6,2013-04-26,1205,107,20043544,65,32,2,http://www.slideshare.net/ryanabarton/revit-and-building-information-modeling-bim-presentation,35910
27,2008-05-11,3016,101,398711,98,65,6,http://www.slideshare.net/fvsandoval/history-of-educational-technology,152063
10,2010-04-11,2316,39,3688093,58,25,2,http://www.slideshare.net/badalkumar/basic-food-handling-training-power-point-presentation,46598
15,2011-12-12,1706,24,10558931,56,23,2,http://www.slideshare.net/expandinindia/top-20-business-opportunities-in-india,115587
1,2014-06-03,802,95,35438669,130,101,2,http://www.slideshare.net/MBHRY/osce-obstetrics-for-undergraduate,17639
6,2014-06-29,776,87,36433239,104,71,4,http://www.slideshare.net/EngineeroBono/principles-of-design-graphic-design-theory,29382
1,2013-10-05,1043,7,26892404,68,39,0,http://www.slideshare.net/saneeshmooliyil/corruption-26892404,17798
0,2015-03-19,513,14,46030274,53,25,0,http://www.slideshare.net/SAPMENA/sap-treasury-event-cash-management,8631
7,2014-01-27,929,50,30487476,58,25,2,http://www.slideshare.net/zobiaaziz3/presentation-on-input-and-output-devices,52908
0,2013-02-23,1267,6,16712591,50,22,0,http://www.slideshare.net/mamtabhaurya1/recent-development-in-indian-economy-rivha,13190
0,2014-12-19,603,2,42879550,141,116,2,http://www.slideshare.net/hilarymarsh/building-your-content-strategy-roadmap,1298
0,2016-08-12,1,0,64949057,43,20,0,http://www.slideshare.net/amalthomasroy/digital-sports,8
0,2011-01-23,2029,35,6677703,53,25,9,http://www.slideshare.net/ubgraduatestudies/21-irrefutable-laws-of-leadership-john-c-maxwell-6677703,41616
0,2011-01-10,2042,0,6501671,35,12,0,http://www.slideshare.net/yumybay/online-food-ordering-cochin-trivandrum-calicut-restaurants-in-cochin-restaurant-in-kochi-hotels-in-cochin-hotels-in-kochi-yummybay,3052
63,2013-03-18,1244,739,17322763,86,53,2365,http://www.slideshare.net/Desk/50-customer-service-quotes-you-need-to-hang-in-your-office-17322763,1085050
3,2015-11-23,264,204,55397516,78,47,76,http://www.slideshare.net/wearesocialsg/digital-social-mobile-in-southeast-asia-in-2015,186874
6,2009-04-27,2665,33,1353725,1406,1373,1,http://www.slideshare.net/vinayak.nandi/software-engineering-6th-edition-ian-sommerville,65039
0,2012-04-05,1591,9,12289828,52,24,1,http://www.slideshare.net/tutor2u/business-the-environment,11732
2,2010-03-16,2342,17,3447853,87,57,0,http://www.slideshare.net/sandragijon/pop-art-3447853,43392
70,2013-06-14,1156,1555,22978918,99,66,2240,http://www.slideshare.net/NewsCred/50-best-stats-presentation,383259
0,2014-03-13,884,18,32269835,42,14,2,http://www.slideshare.net/GrahamRobertson/beloved-brands-strategic-coach,74637
1,2013-05-01,1200,47,20301480,86,57,0,http://www.slideshare.net/drjayeshpatidar/health-care-delivery-system-20301480,20125
0,2015-05-20,451,15,48403620,42,14,11,http://www.slideshare.net/thesound/writing-a-concept,3185
18,2015-07-10,400,62,50378902,78,45,2,http://www.slideshare.net/nusantara99/change-management-50378902,28109
0,2014-12-05,617,23,42411267,51,23,0,http://www.slideshare.net/Maaz1231/supply-chain-management-of-coca-cola-company-slides,26658
2,2010-03-26,2332,17,3566137,49,19,1,http://www.slideshare.net/madhusudanpartani/the-best-hr-practices,21985
3,2012-09-09,1434,12,14223505,69,38,0,http://www.slideshare.net/MacReynolds/car-seat-design-for-driver-satisfaction,8680
54,2013-10-03,1045,819,26832431,135,101,4311,http://www.slideshare.net/sap/99-facts-on-the-future-of-business,480028
0,2011-02-08,2013,0,6852052,32,9,0,http://www.slideshare.net/tikitin/politics-the-art-of-influencing-prepared-by-magno-kristine,381
54,2009-11-24,2454,263,2573531,57,24,5,http://www.slideshare.net/smitfive/good-games-for-workshop,79754
59,2012-04-16,1580,246,12555557,56,23,6,http://www.slideshare.net/YSFSHIPPING/basics-of-supply-chain-managment,127045
34,2014-03-21,876,75,32572068,106,73,1,http://www.slideshare.net/HarrySingh46/front-office-sop,77179
2,2014-05-14,822,2,34699810,78,50,0,http://www.slideshare.net/kleinerperkins/internet-trends-2005-web-20-summit,19002
269,2006-11-04,3570,1096,8543,80,47,17,http://www.slideshare.net/tosime/how-to-write-a-business-plan,469183
0,2014-10-10,673,37,40132774,75,47,12,http://www.slideshare.net/lablogga/bitcoin-protocols-10-and-20-explained-in-the-series-blockchain-the-information-technology-of-the-future,9480
0,2014-04-22,844,0,33820010,34,11,0,http://www.slideshare.net/Apersaud824/planned-parenthood-presentation,952
40,2009-03-03,2720,594,1095480,67,34,22,http://www.slideshare.net/yongfook/social-media-roi,216891
0,2011-05-13,1919,2,7953763,35,10,0,http://www.slideshare.net/Josannnekassie/literary-devices-presentation,6879
0,2010-08-19,2186,3,5015711,42,16,0,http://www.slideshare.net/yearbooksharon/news-elements-powerpoint,10349
0,2010-11-07,2106,0,5694397,38,15,0,http://www.slideshare.net/berestneva/italy-suggestions-for-improvements-com-area-based-on-sona-q3-2010,876
2,2009-01-28,2754,14,961994,47,17,1,http://www.slideshare.net/jteacher/sports-journalism-presentation,12401
0,2012-10-05,1408,2,14602674,34,9,1,http://www.slideshare.net/themindshiftjoy/talent-acquisition-14602674,13074
5,2008-12-11,2802,77,838879,48,15,2,http://www.slideshare.net/srikanthps/scrum-in-15-minutes-presentation,51097
1,2015-10-22,296,100,54281342,29,1,26,http://www.slideshare.net/MyCaseSD/email-is-outdated-infographic,11092
0,2014-02-07,918,9,30954542,128,100,0,http://www.slideshare.net/ancychacko89/health-care-delivery-ppt,8907
8,2010-05-07,2290,120,4002691,42,9,5,http://www.slideshare.net/prelistpackage/realestatemarketing,39676
0,2016-05-14,91,0,62021263,39,16,1,http://www.slideshare.net/MeganLucy1/s3-coffee-presentation-final,159
0,2008-12-08,2805,1,829347,75,51,0,http://www.slideshare.net/perkoch/rd-and-innovation-statistics-challenges-of-interpretation-presentation,4817
0,2016-05-14,91,0,62021264,55,32,1,http://www.slideshare.net/barbaracabral/guts-sc-datadriven-quality-no-scrum,193
12,2012-12-10,1342,32,15576459,55,22,0,http://www.slideshare.net/EisaAdil/geometry-in-real-life,62272
2,2009-09-17,2522,14,2015490,41,11,0,http://www.slideshare.net/tabrezahmad/importance-of-business-law-for-an-mba-student,30432
18,2012-12-02,1350,80,15449511,201,168,3,http://www.slideshare.net/dencio501/deped-science-7-learners-module-part-2,74841
0,2011-11-22,1726,0,10278554,60,37,0,http://www.slideshare.net/tnelectric/am11-acre-breakfast,231
41,2013-06-16,1154,300,23081332,150,117,5,http://www.slideshare.net/kenjoyb/k-to-12-bread-and-pastry-learning-module,313377
0,2010-12-08,2075,0,6085056,32,9,0,http://www.slideshare.net/bartolomeupb/mobilizing-entertainment-presentation,715
0,2014-02-26,899,2,31700746,50,25,34,http://www.slideshare.net/brianahier/ed-parkhimss14,33272
22,2009-10-29,2480,149,2378935,49,16,74,http://www.slideshare.net/RobertGreene/the-50th-law-10-lessons-in-fearlessness,260066
0,2014-02-20,905,0,31430267,47,24,0,http://www.slideshare.net/adamlerouge/ogd-ubaldi-respa-visit-jan-2014,618
19,2009-03-03,2720,47,1094283,79,46,4,http://www.slideshare.net/gar_dev/leadership-in-organizationsok,56473
1,2014-07-16,759,51,37055893,59,29,12,http://www.slideshare.net/LinkedinforGood/nonprofit-innovation-grants-winners-2014,16286
0,2014-11-04,648,8,41127309,46,18,0,http://www.slideshare.net/ziyadsiso/advantages-and-disadvantages-of-technology-41127309,6975
3,2015-03-28,504,25,46389888,90,59,1,http://www.slideshare.net/shettyuc/mhra-data-integrity-requirements,6726
5,2014-11-17,635,44,41654301,137,104,90,http://www.slideshare.net/darrenshaw1/darren-shaw-user-behavior-and-local-search-dallas-state-of-search-2014,64434
0,2013-11-19,998,3,28402470,47,21,0,http://www.slideshare.net/joeyrm68/aims-and-purposes-in-education,7612
1,2013-09-26,1052,16,26566551,75,46,0,http://www.slideshare.net/IBEFIndia/retail-august-2013,23611
0,2011-09-13,1796,7,9239669,48,20,4,http://www.slideshare.net/siccorsky/engage-your-fans,21562
2,2014-04-17,849,61,33639008,59,29,11,http://www.slideshare.net/iimjobs/india-banking-sector-report-april-2014,75044
38,2008-07-14,2952,107,512176,96,63,3,http://www.slideshare.net/DanHrstich/zimbabwe-in-crisis,358975
12,2013-12-11,976,138,29105197,89,56,195,http://www.slideshare.net/HavasSE/2014-trends-by-havas-sports-entertainment,50069
0,2016-05-07,98,0,61776560,30,7,0,http://www.slideshare.net/MalcolmFerguson8/building-sustainable-teams-a-model,218
5,2010-01-14,2403,43,2915867,79,46,1,http://www.slideshare.net/murphydi/100-years-of-fashion,47784
0,2016-05-07,98,0,61776562,31,8,0,http://www.slideshare.net/ZhenyunZhuang/hybrid-periodical-flooding-in-unstructured-peertopeer-networks,220
0,2008-03-15,3073,7,307590,48,20,1,http://www.slideshare.net/pcuadra/the-corporal-works-of-mercy,24853
0,2015-01-07,584,0,43271136,43,20,0,http://www.slideshare.net/kirtigarg10/electoral-politics-43271136,1422
1,2014-10-04,679,4,39873793,41,13,0,http://www.slideshare.net/mazhar546/online-passport-application-in-11-easy-steps,4223
13,2013-07-20,1120,176,24444104,141,108,11,http://www.slideshare.net/SalesCubes/sales-strategy-workshop-2013-slideshare,35736
0,2012-05-24,1542,13,13067525,26,15,0,http://www.slideshare.net/PedroOroscodeCamargo/pop-art-13067525,11621
12,2009-05-02,2660,56,1377038,90,57,0,http://www.slideshare.net/Farook_A_Azam/ahrm,130640
9,2014-04-14,852,567,33504095,70,37,52,http://www.slideshare.net/saneelr/innovation-vs-creativity-33504095,55628
0,2013-09-23,1055,9,26468095,67,39,5,http://www.slideshare.net/propanestudio/retail-deck-final,37849
0,2014-04-23,843,8,33871688,54,26,0,http://www.slideshare.net/thinkoutsidetheslide/2-big-mistakes-professionals-make-using-excel-data-in-powerpoint,15509
91,2011-10-10,1769,1464,9629263,142,109,394,http://www.slideshare.net/jessedee/powerpoint-porn,439816
0,2011-09-08,1801,18,9175941,90,62,0,http://www.slideshare.net/Nathangl/you-think-you-know-agile,14980
0,2012-08-25,1449,21,14073020,123,95,2,http://www.slideshare.net/amarsujith/food-additives-14073020,15404
0,2016-01-10,216,1,56871690,46,22,0,http://www.slideshare.net/BenMeirovitz/sponsorshipguideli,227
1,2015-04-05,496,1,46665911,42,17,0,http://www.slideshare.net/BenAffleck345/top-10-finance-manager-interview-questions-and-answers,12932
1,2013-08-24,1085,31,25546427,136,107,1,http://www.slideshare.net/PoLSangalang/updates-on-labor-law-and-jurisprudence-philippines-february-15-2013,41887
0,2015-04-21,480,1,47242646,34,12,0,http://www.slideshare.net/JoleneBernhard/skillsbased-project-ideas-315-47242646,280
3,2013-11-16,1001,94,28322876,54,23,48,http://www.slideshare.net/Appcues/20-inspiring-quotes-about-ux-design,51163
3,2014-07-31,744,37,37555392,43,12,4,http://www.slideshare.net/CollabLab/collaborative-finance-disrupting-money,13108
0,2011-06-01,1900,1,8169487,43,19,0,http://www.slideshare.net/ShaneMason1/education-startup-businessplan,3691
2,2009-11-15,2463,40,2505517,48,18,3,http://www.slideshare.net/salhir/introduction-to-lean-agile-scrum-xp,21753
0,2012-05-31,1535,36,13146384,48,20,14,http://www.slideshare.net/HavasSE/havas-se-festbooka5singlepageshd,12572
0,2011-06-28,1873,25,8445171,54,26,5,http://www.slideshare.net/BBC/ralph-rivera-bbc-online-one-service-ten-products-four-screens,23949
105,2010-07-13,2223,1588,4747637,137,104,113,http://www.slideshare.net/mzkagan/what-the-fk-is-social-media-now-4747637,484528
4,2012-10-30,1383,11,14946459,60,28,0,http://www.slideshare.net/SreedeviSankunni/sreedevi-vs,27231
7,2010-10-20,2124,6,5505973,42,9,0,http://www.slideshare.net/bbarden01/importance-of-sports-in-childrens-development,10928
2,2014-03-17,880,30,32409915,134,104,8,http://www.slideshare.net/staceykinggordon/thought-leadership-from-the-inside-out,21352
0,2014-02-13,912,12,31183466,100,72,12,http://www.slideshare.net/RealTimeInnovations/connected-medical-devices-in-the-internet-of-things,14744
0,2009-04-20,2672,5,1316194,196,168,0,http://www.slideshare.net/lis186/20090419-ui-gathering,2773
0,2014-01-13,943,0,29974797,24,5,1,http://www.slideshare.net/NextworksProd/nextworks-cmi-whitepaperv3,2892
1,2013-11-30,987,26,28763601,58,29,0,http://www.slideshare.net/SChakrabarti/basics-of-financial-management,4208
1,2013-02-18,1272,34,16612575,44,15,24,http://www.slideshare.net/InspirationalMoments/jeremey-donovan,21255
3,2013-05-05,1196,41,20598745,51,20,0,http://www.slideshare.net/geniusanalyser/open-source-seminar-presentation,36169
0,2016-03-30,136,0,60226901,34,11,0,http://www.slideshare.net/NapoFlores/miradas-diversas-a-la-enseanza-y-el-aprendizaje-de-la-composicin-escrita,2359
0,2012-01-28,1659,6,11306159,46,18,0,http://www.slideshare.net/mister_park/ss-11306159,8125
2,2012-08-08,1466,6,13908377,72,42,14,http://www.slideshare.net/mslgroup/an-understanding-of-financial-communications-and-investor-relations,9392
19,2014-02-28,897,292,31761426,44,10,250,http://www.slideshare.net/BernardMarr/140228-big-data-volume-velocity-variety-varacity-value,226277
1,2015-10-20,298,16,54148992,73,44,0,http://www.slideshare.net/VibhaChoudhary/chapter-7-test-and-measurement-in-sports,7090
14,2008-08-27,2908,158,572438,85,52,3,http://www.slideshare.net/nusantara99/creative-thinking-skills-presentation,168051
0,2015-07-14,396,0,50494875,128,105,0,http://www.slideshare.net/MarioMosca1/enelid2015,233
2,2015-09-03,345,3,52401702,84,56,0,http://www.slideshare.net/sunilchhajwani/complementary-and-alternative-medicine-52401702,775
17,2012-01-08,1679,129,10883410,76,43,0,http://www.slideshare.net/saravanansaravanan/brand-quiz-10883410,49375
0,2015-10-05,313,18,53561150,50,21,43,http://www.slideshare.net/EdelmanInsights/networked-entertainment-the-abcs-53561150,13236
0,2008-05-15,3012,0,407710,42,19,0,http://www.slideshare.net/dizhen/share-407710,755
7,2015-05-30,441,42,48793986,1366,1333,1,http://www.slideshare.net/SuzettCarmona/manufactura-ingenieria-y-tecnologia-kalpakjian-5-edi,22685
0,2013-10-25,1023,39,27577369,77,49,7,http://www.slideshare.net/PavelDabrytski/lean-vs-scrum,20893
0,2010-09-20,2154,2,5242248,69,44,3,http://www.slideshare.net/davidfm/lean-software-development-5242248,5033
0,2011-09-06,1803,6,9144946,92,64,0,http://www.slideshare.net/massiveinteractive/ux-australia-presentaion,1888
4,2014-03-28,869,41,32865971,175,143,1,http://www.slideshare.net/hbaron/process-engineering-32865971,15451
3,2008-12-24,2789,43,870518,93,62,0,http://www.slideshare.net/shawncalvert/intro-to-graphic-design-week-8-whitespace-presentation,6529
1,2009-08-03,2567,3,1803945,85,58,1,http://www.slideshare.net/chemai64/defcon-17-tactical-fingerprinting-using-foca,8588
0,2016-08-08,5,0,64790778,29,6,0,http://www.slideshare.net/phprealestatescript1/real-estate-scriptphp-real-estate-scriptreadymade-real-estate-scriptrealtors-scriptrealestate-script,75
1,2013-09-14,1064,9,26193843,242,213,0,http://www.slideshare.net/ARUNSKMANGATTU/community-health-nursing-26193843,12351
2,2012-09-21,1422,22,14375579,37,7,1,http://www.slideshare.net/jazzmichelepasaribu/realism-philosophy,27382
0,2015-10-29,289,1,54535949,32,8,0,http://www.slideshare.net/madison1953/deciding-among-emotional-content-initiatives-54535949,352
0,2014-01-22,934,5,30302725,43,15,2,http://www.slideshare.net/HarrisonWithers/10-best-practices-and-benchmarks-for-hr-shared-services,6422
0,2016-01-19,207,22,57219945,42,14,63,http://www.slideshare.net/AccentureTechnology/digital-trust-tech-vision-2016-trend-5,21098
0,2014-03-27,870,2,32801033,86,61,0,http://www.slideshare.net/MonikaTambakhe/food-additive-32801033,4563
0,2016-08-10,3,0,64870681,29,6,0,http://www.slideshare.net/tarunqy/global-cad-software-for-healthcare-industry-2016-market-overview-size-share-trends-analysis-and-research,15
0,2014-06-19,786,46,36076049,51,23,25,http://www.slideshare.net/Bplans/6-reasons-your-small-business-will-fail-and-how-to-avoid-them,73513
0,2015-12-26,231,0,56447827,62,39,2,http://www.slideshare.net/coachdaisha/listbuildingforprofit,574
9,2015-01-19,572,319,43670817,120,87,144,http://www.slideshare.net/Inboundorg/how-to-really-get-into-marketing,1577277
0,2010-02-22,2364,4,3246362,43,16,3,http://www.slideshare.net/jjbernatas/primary-health-care-back-to-almaata-in-early-21st-centuryquot,5481
49,2013-10-11,1037,530,27110077,77,43,693,http://www.slideshare.net/Achievers/the-future-of-work-27110077,154015
0,2007-10-02,3238,0,123557,33,10,0,http://www.slideshare.net/tonino/sporting-de-gijn-123557,328
0,2012-02-07,1649,5,11471338,40,12,0,http://www.slideshare.net/EnfocusSolutions/requirement-pro-data-structures,5032
2,2010-01-23,2394,87,2976624,232,202,0,http://www.slideshare.net/keshavbhatia/marketing-mix-2976624,47706
0,2015-11-15,272,113,55127293,51,23,16,http://www.slideshare.net/BeyondNumbers/beyond-numbersparis-attacksdigital-insights,10797
0,2014-04-25,841,4,33961363,49,22,0,http://www.slideshare.net/shankar_radhakrishnan/big-data-analytics-summit-april-2014,3289
16,2009-10-20,2489,103,2293664,147,114,2,http://www.slideshare.net/raileeanne/introduction-to-humanities-boa,57817
9,2011-01-03,2049,57,6439306,47,14,5,http://www.slideshare.net/logosacademyeduec/environmental-problems-and-solutions,111927
0,2012-07-11,1494,8,13606223,65,37,0,http://www.slideshare.net/roxydcruz/biofuels-13606223,6650
4,2012-07-24,1481,38,13735861,49,17,0,http://www.slideshare.net/200bhushan/bluetooth-13735861,13665
2,2016-04-01,134,57,60310385,80,50,14,http://www.slideshare.net/prachyanun1/2559-1-60310385,18511
1,2012-10-23,1390,29,14852841,45,16,0,http://www.slideshare.net/vardhamanece/environment-ppt,46007
2,2009-08-08,2562,51,1831014,76,46,1,http://www.slideshare.net/mukulbhartiya2107/retail-selling-techniques,86820
0,2013-11-15,1002,24,28276173,50,22,0,http://www.slideshare.net/charansai1841/assessment-of-anterior-chamber-28276173,14007
9,2012-08-11,1463,122,13944202,136,103,0,http://www.slideshare.net/nicogranada31/grade-7-pe,89571
0,2015-07-10,400,27,50371066,47,19,1,http://www.slideshare.net/Blockstrap/02-blockchains-101,81960
0,2014-04-21,845,8,33770670,50,22,0,http://www.slideshare.net/krisverlaenen/deep-dive-into-jbpm6,8201
2,2014-01-02,954,8,29625657,131,101,83,http://www.slideshare.net/ennoconn/100-more-health-care-accounts-to-follow-in-2014,7453
5,2013-08-08,1101,16,25076970,53,20,0,http://www.slideshare.net/Arienkky24/medicinal-plants-for-common-diseases-25076970,18858
0,2015-02-08,552,0,44409885,40,19,0,http://www.slideshare.net/DavidSouth1/development-challenges-april-2013-issue,352
